code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_day_click,total_click,befor_modulopen_click,after_modulopen_click,resource_sum_click,oucontent_sum_click,url_sum_click,homepage_sum_click,subpage_sum_click,glossary_sum_click,forumng_sum_click,oucollaborate_sum_click,dataplus_sum_click,quiz_sum_click,ouelluminate_sum_click,sharedsubpage_sum_click,questionnaire_sum_click,page_sum_click,externalquiz_sum_click,ouwiki_sum_click,dualpane_sum_click,repeatactivity_sum_click,folder_sum_click,htmlactivity_sum_click,final_score,date_registration
GGG,2013J,602604,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,3,594,0,594,4,278,-1,129,15,-1,43,-1,-1,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92.2,-29
GGG,2013J,602607,F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,Y,Fail,0,2,0,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.59273568,-24
GGG,2013J,602655,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,12,12,12,0,2,2,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.59273568,-60
GGG,2013J,602711,F,South East Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,4,859,0,859,29,281,-1,133,22,1,302,-1,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94.5,-29
GGG,2013J,602768,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,1,326,107,219,22,154,-1,78,23,1,45,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-29
GGG,2013J,602780,M,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,2,383,0,383,75,49,-1,59,9,3,12,-1,-1,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.7,-37
GGG,2013J,602820,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,3,741,9,732,29,372,-1,131,3,8,60,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.9,-34
GGG,2013J,602997,F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn,2,119,42,77,29,23,-1,46,17,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.36166333,-24
GGG,2013J,603044,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,4,938,0,938,17,198,-1,179,10,1,316,-1,-1,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.9,-25
GGG,2013J,603058,F,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,2,358,0,358,9,171,-1,49,19,2,21,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76.9,-29
GGG,2013J,603164,F,London Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,4,1001,116,885,45,485,-1,233,35,-1,19,-1,-1,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.4,-42
GGG,2013J,603230,F,South Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,2,382,3,379,9,73,-1,55,11,2,159,-1,-1,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.3,-37
GGG,2013J,603328,F,London Region,Lower Than A Level,10-20%,35-55,0,30,N,Pass,3,554,0,554,6,235,-1,81,5,-1,40,-1,-1,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.1,-35
GGG,2013J,603365,M,North Region,Lower Than A Level,10-20%,0-35,0,30,N,Fail,0,19,8,11,7,1,-1,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-24
GGG,2013J,603579,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,2,478,47,431,16,51,-1,129,12,1,88,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,-38
GGG,2013J,603585,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,1,203,43,160,54,65,-1,61,4,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-22
GGG,2013J,603685,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,3,680,2,678,16,260,-1,148,36,24,102,-1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.2,-58
GGG,2013J,603740,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,2,426,3,423,19,223,-1,86,6,-1,-1,-1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-39
GGG,2013J,603763,F,West Midlands Region,Lower Than A Level,10-20%,0-35,0,30,Y,Pass,2,459,0,459,9,144,-1,129,15,-1,42,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.8,-22
GGG,2013J,603827,F,London Region,Lower Than A Level,10-20%,0-35,0,30,N,Fail,4,162,92,70,10,24,-1,42,7,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-37
GGG,2013J,603913,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,7,1593,0,1593,85,861,-1,252,62,-1,74,-1,-1,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.9,-31
GGG,2013J,603918,F,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,5,1239,144,1095,42,247,-1,330,26,1,435,-1,-1,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95.4,-32
GGG,2013J,604064,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,3,772,0,772,7,190,-1,88,11,22,323,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93.9,-26
GGG,2013J,604096,F,Yorkshire Region,Lower Than A Level,10-20%,35-55,0,30,N,Pass,2,487,18,469,21,246,-1,72,15,1,20,-1,-1,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.2,-31
GGG,2013J,604110,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,5,1150,0,1150,17,309,-1,312,21,4,374,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.7,-36
GGG,2013J,604153,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,1,178,10,168,9,79,-1,36,16,2,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-22
GGG,2013J,604213,F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,2,511,1,510,20,171,-1,110,25,1,90,-1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,-36
GGG,2013J,604336,F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,2,432,26,406,9,161,-1,100,6,-1,63,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.7,-26
GGG,2013J,604423,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,30,N,Distinction,3,820,7,813,6,436,-1,139,2,-1,59,-1,-1,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.58854591,-35
GGG,2013J,604498,F,Yorkshire Region,No Formal quals,30-40%,0-35,0,30,N,Pass,3,673,0,673,66,237,-1,164,79,2,-1,-1,-1,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.3,-56
GGG,2013J,604534,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,1,150,0,150,21,29,-1,33,20,-1,7,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.5,-26
GGG,2013J,604536,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,2,241,0,241,25,26,-1,63,13,-1,-1,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-26
GGG,2013J,604539,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,3,673,0,673,20,270,-1,132,20,5,107,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.7,-22
GGG,2013J,604588,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn,2,396,0,396,9,179,-1,94,8,-1,2,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.4,-31
GGG,2013J,604721,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,3,691,93,598,58,237,-1,156,38,-1,106,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.8,-31
GGG,2013J,604930,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,4,1012,36,976,63,278,-1,255,33,24,175,-1,-1,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.3,-53
GGG,2013J,604980,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,1,302,0,302,7,120,-1,75,13,-1,2,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.3,-29
GGG,2013J,605027,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,4,982,3,979,14,324,-1,180,11,-1,340,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.1,-26
GGG,2013J,605072,F,North Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,4,947,68,879,22,402,-1,285,41,-1,95,-1,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.1,-37
GGG,2013J,605156,F,East Anglian Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,6,1388,32,1356,51,857,-1,277,37,3,81,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,-22
GGG,2013J,605225,M,London Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,2,395,0,395,23,178,-1,68,8,-1,8,-1,-1,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.3,-28
GGG,2013J,605301,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,4,1021,8,1013,22,398,-1,218,22,3,258,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.9,-37
GGG,2013J,605306,F,London Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn,2,293,13,280,12,115,-1,68,7,-1,51,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.6,-26
GGG,2013J,605325,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,1,92,0,92,6,30,-1,37,9,-1,9,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-17
GGG,2013J,605521,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,2,393,0,393,23,137,-1,93,10,-1,9,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.3627907,-51
GGG,2013J,605692,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,1,252,0,252,28,62,-1,58,16,-1,7,-1,-1,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,-19
GGG,2013J,605733,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,3,599,0,599,25,315,-1,112,24,-1,14,-1,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.9,-43
GGG,2013J,605861,F,East Anglian Region,No Formal quals,20-30%,0-35,0,30,Y,Fail,1,133,37,96,4,33,-1,29,11,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.38410498,-29
GGG,2013J,605901,F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,Y,Distinction,2,441,23,418,29,145,-1,82,11,9,79,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,-31
GGG,2013J,605920,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,3,661,0,661,18,237,-1,73,75,1,143,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.4,-24
GGG,2013J,605939,M,London Region,Lower Than A Level,10-20%,35-55,0,30,N,Withdrawn,2,39,30,9,5,19,-1,13,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-45
GGG,2013J,605977,M,South Region,Lower Than A Level,10-20%,35-55,0,30,N,Distinction,2,477,6,471,40,117,-1,140,37,-1,37,-1,-1,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.6,-31
GGG,2013J,606028,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,4,962,14,948,41,510,-1,139,16,2,135,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.2,-26
GGG,2013J,606052,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,Y,Fail,0,76,0,76,5,27,-1,30,10,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-24
GGG,2013J,606233,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,1,163,0,163,1,38,-1,19,2,-1,-1,-1,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.1,-24
GGG,2013J,606245,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction,2,535,56,479,39,248,-1,100,8,-1,28,-1,-1,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,-24
GGG,2013J,606391,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,3,677,0,677,44,244,-1,147,24,-1,111,-1,-1,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.9,-22
GGG,2013J,606409,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,2,429,1,428,8,222,-1,102,10,10,1,-1,-1,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.8,-26
GGG,2013J,606418,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,2,68,14,54,10,14,-1,36,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-29
GGG,2013J,606435,M,South West Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,1,248,1,247,9,72,-1,55,16,-1,-1,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.3,-24
GGG,2013J,606463,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Distinction,3,614,12,602,28,329,-1,93,14,14,9,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89.4,-49
GGG,2013J,606471,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,2,381,0,381,12,150,-1,65,4,-1,19,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.7,-49
GGG,2013J,606570,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,4,701,0,701,4,315,-1,134,7,-1,15,-1,-1,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89.4,-24
GGG,2013J,606574,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,1,66,2,64,4,9,-1,19,12,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.63275972,-29
GGG,2013J,606815,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,3,643,69,574,60,209,-1,154,46,1,83,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.4,-27
GGG,2013J,606864,F,South East Region,HE Qualification,10-20%,0-35,0,30,N,Distinction,2,616,44,572,21,248,-1,115,12,2,116,-1,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.8,-24
GGG,2013J,606869,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,2,590,1,589,28,251,-1,100,26,-1,114,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.9,-26
GGG,2013J,606895,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,90,N,Fail,1,146,29,117,14,43,-1,67,11,2,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-24
GGG,2013J,607018,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,1,280,0,280,15,84,-1,82,13,-1,17,-1,-1,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-24
GGG,2013J,607163,F,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,1,303,6,297,6,83,-1,49,4,2,91,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,-26
GGG,2013J,607256,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,6,1324,0,1324,63,514,-1,300,51,8,269,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.4,-28
GGG,2013J,607293,F,North Western Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,3,673,41,632,33,356,-1,125,14,2,8,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.7,-22
GGG,2013J,607337,F,East Anglian Region,No Formal quals,40-50%,0-35,0,30,N,Fail,2,316,59,257,34,63,-1,82,21,-1,80,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.38005801,-26
GGG,2013J,607443,F,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,1,367,1,366,4,119,-1,44,18,-1,68,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89.4,-36
GGG,2013J,607483,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,2,605,7,598,18,292,-1,77,6,13,85,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.1,-36
GGG,2013J,607507,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,4,979,19,960,144,497,-1,144,26,8,42,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.1,-26
GGG,2013J,607510,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Fail,1,111,19,92,11,36,-1,44,3,-1,11,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.63275972,-29
GGG,2013J,607514,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,3,246,14,232,29,52,-1,72,25,1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-28
GGG,2013J,607548,M,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,4,840,0,840,14,439,-1,158,32,17,79,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.5,-24
GGG,2013J,607754,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,4,1049,17,1032,71,485,-1,179,19,4,110,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.4,-38
GGG,2013J,607797,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,2,582,22,560,12,332,-1,118,9,-1,-1,-1,-1,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.2,-29
GGG,2013J,607798,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,3,638,350,288,83,172,-1,200,65,5,100,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.09716685,-29
GGG,2013J,607827,M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Fail,3,323,182,141,17,49,-1,84,17,-1,156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.38005801,-31
GGG,2013J,607849,F,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,1,256,6,250,7,123,-1,38,3,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.98666667,-24
GGG,2013J,607912,F,South West Region,A Level or Equivalent,80-90%,35-55,0,30,Y,Pass,3,797,263,534,119,204,-1,228,51,3,68,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.4,-24
GGG,2013J,607957,F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Withdrawn,2,403,0,403,19,151,-1,79,39,-1,84,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.6,-36
GGG,2013J,608115,M,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,3,611,2,609,67,291,-1,121,18,3,10,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,-29
GGG,2013J,608195,F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,3,566,0,566,14,216,-1,92,24,1,70,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.9,-22
GGG,2013J,608306,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,84,0,84,5,33,-1,13,5,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-22
GGG,2013J,608318,M,North Western Region,Lower Than A Level,10-20%,0-35,0,30,N,Fail,1,114,5,109,4,43,-1,41,8,2,2,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-22
GGG,2013J,608672,F,London Region,A Level or Equivalent,10-20%,35-55,0,30,N,Pass,2,512,6,506,27,111,-1,135,24,18,45,-1,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.6,-24
GGG,2013J,608693,F,South Region,A Level or Equivalent,70-80%,35-55,0,30,Y,Fail,1,325,32,293,27,74,-1,70,24,5,21,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.63275972,-24
GGG,2013J,608714,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail,6,6,0,6,-1,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-22
GGG,2013J,609330,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Pass,5,1248,48,1200,62,373,-1,265,34,116,293,-1,-1,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96.1,-37
GGG,2013J,609399,F,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Pass,2,429,0,429,3,152,-1,53,6,-1,120,-1,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92.2,-39
GGG,2013J,609403,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,3,823,7,816,26,356,-1,197,25,1,87,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.4,-24
GGG,2013J,609535,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail,1,90,7,83,19,22,-1,34,13,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.63275972,-24
GGG,2013J,609538,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,3,711,56,655,29,421,-1,107,13,1,10,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89.6,-23
GGG,2013J,609557,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,3,638,38,600,11,233,-1,97,29,16,23,-1,-1,229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76.6,-23
GGG,2013J,609761,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,7,1938,97,1841,88,722,-1,382,78,17,363,-1,-1,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.1,-26
GGG,2013J,609837,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,2,238,0,238,9,143,-1,52,32,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-26
GGG,2013J,609900,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,3,762,11,751,54,292,-1,131,35,1,71,-1,-1,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.2,-23
GGG,2013J,609912,F,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,5,1096,0,1096,57,372,-1,186,69,6,160,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86.7,-23
GGG,2013J,609979,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,0,25,14,11,3,7,-1,13,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-26
GGG,2013J,610012,M,North Western Region,No Formal quals,30-40%,0-35,0,30,N,Pass,1,301,0,301,29,81,-1,84,17,-1,2,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.2,-23
GGG,2013J,610016,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,1,45,0,45,3,6,-1,13,2,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-26
GGG,2013J,610057,F,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,3,787,27,760,17,243,-1,124,24,1,230,-1,-1,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,-27
GGG,2013J,610347,M,South Region,HE Qualification,80-90%,35-55,0,30,N,Pass,5,1102,0,1102,23,484,-1,198,23,-1,204,-1,-1,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92.8,-25
GGG,2013J,610380,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,1,186,0,186,4,25,-1,36,1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.63275972,-24
GGG,2013J,610405,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,2,494,24,470,8,220,-1,100,4,2,32,-1,-1,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,-28
GGG,2013J,610530,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,0,44,0,44,7,17,-1,17,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.63275972,-36
GGG,2013J,610557,F,South East Region,Lower Than A Level,60-70%,0-35,0,30,Y,Fail,3,476,68,408,21,99,-1,84,18,14,166,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-25
GGG,2013J,610569,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,6,1422,38,1384,115,587,-1,401,64,24,124,-1,-1,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93.3,-36
GGG,2013J,610573,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,1,82,18,64,17,12,-1,32,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-25
GGG,2013J,610597,M,South East Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,3,593,0,593,12,273,-1,100,9,3,100,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-35
GGG,2013J,610738,F,London Region,Lower Than A Level,10-20%,35-55,0,30,N,Fail,1,157,22,135,31,55,-1,30,18,8,7,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.11908213,-23
